id,susceptibility_BV,infectivity_BV,susceptibility_EV,infectivity_EV,susceptibility,infectivity,susceptibility_ln,infectivity_ln,IndexCase_0,group,Tinf,frailties,Epi.type,I,R,eRates,V1
865,-0.302411144164796,-1.32328826257434e-06,0,0,-0.302411144164796,-1.32328826257434e-06,0.739034152838455,0.999998676712613,1,84,7.87789031665388,lognormal,SI,1,,0,9.99999883584014
919,0.2500970495244,5.13293075450348e-08,0,0,0.2500970495244,5.13293075450348e-08,1.28415003679081,1.00000005132931,1,84,0.290436355078713,lognormal,SI,1,,0,9.99999883584014
922,0.45519387864119,4.03720496155829e-07,0,0,0.45519387864119,4.03720496155829e-07,1.57647899901302,1.00000040372058,1,84,3.2019782193972,lognormal,SI,1,,0,9.99999883584014
962,-0.372404156656077,-3.22246909363713e-07,0,0,-0.372404156656077,-3.22246909363713e-07,0.689075691711586,0.999999677753143,1,84,2.24905702692773,lognormal,SI,1,,0,9.99999883584014
1093,0.0959032215676134,-2.36247196623242e-07,0,0,0.0959032215676134,-2.36247196623242e-07,1.10065253941205,0.999999763752831,1,84,4.37528076480973,lognormal,SI,1,,0,9.99999883584014
1409,0.167091758689281,1.72074586416455e-07,0,0,0.167091758689281,1.72074586416455e-07,1.18186270650593,1.0000001720746,1,84,6.39693262326992,lognormal,SI,1,,0,9.99999883584014
1440,0.365427144226472,-2.75358301724856e-07,0,0,0.365427144226472,-2.75358301724856e-07,1.44112944682213,0.999999724641736,0,84,0,lognormal,SI,1,,0,9.99999883584014
794,-0.335853174065242,5.61325615613041e-07,0,0,-0.335853174065242,5.61325615613041e-07,0.714728038724817,1.00000056132577,1,85,10.6167149749508,lognormal,SI,1,,0,9.99999785731797
902,-0.121621035804644,-5.55514982909243e-07,0,0,-0.121621035804644,-5.55514982909243e-07,0.885483871609684,0.999999444485171,1,85,7.1226999235303,lognormal,SI,1,,0,9.99999785731797
1149,0.126290814884954,1.73511074099203e-07,0,0,0.126290814884954,1.73511074099203e-07,1.13461208239094,1.00000017351109,1,85,6.11073347462808,lognormal,SI,1,,0,9.99999785731797
1164,0.127302960770111,-4.38308282147912e-08,0,0,0.127302960770111,-4.38308282147912e-08,1.13576105670811,0.999999956169173,1,85,7.49555349254559,lognormal,SI,1,,0,9.99999785731797
1328,-0.366139716972081,-2.79673510873073e-07,0,0,-0.366139716972081,-2.79673510873073e-07,0.693405913866802,0.999999720326528,1,85,7.49545931559187,lognormal,SI,1,,0,9.99999785731797
1380,-0.00688193301352765,-1.50524137747623e-09,0,0,-0.00688193301352765,-1.50524137747623e-09,0.993141693258266,0.999999998494759,1,85,10.7571254921934,lognormal,SI,1,,0,9.99999785731797
